country_id,country_value,year,indicator_id,indicator_name,value
XD,High income,2013,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XD,High income,2012,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XD,High income,2011,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XD,High income,2010,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XD,High income,2009,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XD,High income,2008,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XD,High income,2007,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XD,High income,2006,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XD,High income,2005,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XD,High income,2004,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XM,Low income,2013,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XM,Low income,2012,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XM,Low income,2011,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XM,Low income,2010,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XM,Low income,2009,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XM,Low income,2008,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XM,Low income,2007,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XM,Low income,2006,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XM,Low income,2005,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XM,Low income,2004,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XN,Lower middle income,2013,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XN,Lower middle income,2012,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XN,Lower middle income,2011,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XN,Lower middle income,2010,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XN,Lower middle income,2009,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XN,Lower middle income,2008,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XN,Lower middle income,2007,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XN,Lower middle income,2006,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XN,Lower middle income,2005,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XN,Lower middle income,2004,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XP,Middle income,2013,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XP,Middle income,2012,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XP,Middle income,2011,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XP,Middle income,2010,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XP,Middle income,2009,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XP,Middle income,2008,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XP,Middle income,2007,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XP,Middle income,2006,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XP,Middle income,2005,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XP,Middle income,2004,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XT,Upper middle income,2013,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XT,Upper middle income,2012,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XT,Upper middle income,2011,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XT,Upper middle income,2010,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XT,Upper middle income,2009,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XT,Upper middle income,2008,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XT,Upper middle income,2007,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XT,Upper middle income,2006,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XT,Upper middle income,2005,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XT,Upper middle income,2004,SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)",
XD,High income,2013,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XD,High income,2012,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XD,High income,2011,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XD,High income,2010,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XD,High income,2009,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XD,High income,2008,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XD,High income,2007,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XD,High income,2006,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XD,High income,2005,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XD,High income,2004,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XM,Low income,2013,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XM,Low income,2012,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XM,Low income,2011,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XM,Low income,2010,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XM,Low income,2009,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XM,Low income,2008,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XM,Low income,2007,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XM,Low income,2006,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XM,Low income,2005,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XM,Low income,2004,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XN,Lower middle income,2013,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XN,Lower middle income,2012,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XN,Lower middle income,2011,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XN,Lower middle income,2010,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XN,Lower middle income,2009,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XN,Lower middle income,2008,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XN,Lower middle income,2007,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XN,Lower middle income,2006,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XN,Lower middle income,2005,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XN,Lower middle income,2004,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XP,Middle income,2013,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XP,Middle income,2012,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XP,Middle income,2011,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XP,Middle income,2010,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XP,Middle income,2009,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XP,Middle income,2008,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XP,Middle income,2007,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XP,Middle income,2006,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XP,Middle income,2005,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XP,Middle income,2004,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XT,Upper middle income,2013,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XT,Upper middle income,2012,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XT,Upper middle income,2011,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XT,Upper middle income,2010,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XT,Upper middle income,2009,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XT,Upper middle income,2008,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XT,Upper middle income,2007,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
XT,Upper middle income,2006,SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",
